time,open,close,high,low
2020-04-16 10:00:00,1.08690,1.08797,1.08865,1.08533
2020-04-16 11:00:00,1.08800,1.08822,1.08860,1.08703
2020-04-16 12:00:00,1.08821,1.08896,1.09015,1.08811
2020-04-16 13:00:00,1.08895,1.08791,1.08950,1.08721
2020-04-16 14:00:00,1.08790,1.08510,1.08890,1.08472
2020-04-16 15:00:00,1.08512,1.08410,1.08535,1.08284
2020-04-16 16:00:00,1.08410,1.08337,1.08499,1.08169
2020-04-16 17:00:00,1.08336,1.08412,1.08496,1.08317
2020-04-16 18:00:00,1.08414,1.08453,1.08514,1.08406
2020-04-16 19:00:00,1.08452,1.08463,1.08498,1.08403
2020-04-16 20:00:00,1.08460,1.08407,1.08468,1.08304
2020-04-16 21:00:00,1.08408,1.08626,1.08659,1.08357
2020-04-16 22:00:00,1.08613,1.08610,1.08619,1.08519
2020-04-16 23:00:00,1.08611,1.08590,1.08677,1.08572
2020-04-17 00:00:00,1.08591,1.08631,1.08674,1.08543
2020-04-17 01:00:00,1.08632,1.08733,1.08790,1.08621
2020-04-17 02:00:00,1.08733,1.08732,1.08766,1.08648
2020-04-17 03:00:00,1.08734,1.08668,1.08743,1.08665
2020-04-17 04:00:00,1.08668,1.08708,1.08747,1.08642
2020-04-17 05:00:00,1.08708,1.08660,1.08729,1.08641
2020-04-17 06:00:00,1.08659,1.08543,1.08669,1.08456
2020-04-17 07:00:00,1.08543,1.08288,1.08594,1.08202
2020-04-17 08:00:00,1.08289,1.08296,1.08368,1.08176
2020-04-17 09:00:00,1.08294,1.08198,1.08309,1.08155
2020-04-17 10:00:00,1.08197,1.08363,1.08369,1.08123
2020-04-17 11:00:00,1.08362,1.08485,1.08505,1.08341
2020-04-17 12:00:00,1.08484,1.08646,1.08737,1.08442
2020-04-17 13:00:00,1.08648,1.08863,1.08887,1.08606
